Year,State,Product,Count
2014,WA,Credit card or prepaid card,279
2014,WA,"Credit reporting, credit repair services, or other personal consumer reports",495
2014,WA,Debt collection,830
2014,WA,"Money transfer, virtual currency, or money service",29
2014,WA,Mortgage,1140
2014,WA,Other financial service,2
2014,WA,"Payday loan, title loan, or personal loan",17
2014,WA,Student loan,90
2014,WI,Bank account or service,135
2014,WI,Consumer Loan,66
2014,WI,Credit card or prepaid card,234
2014,WI,"Credit reporting, credit repair services, or other personal consumer reports",250
2014,WI,Debt collection,495
2014,WI,"Money transfer, virtual currency, or money service",19
2014,WI,Mortgage,452
2014,WI,"Payday loan, title loan, or personal loan",35
2014,WI,Student loan,53
2014,WV,Bank account or service,27
2014,WV,Consumer Loan,16
2014,WV,Credit card or prepaid card,34
2014,WV,"Credit reporting, credit repair services, or other personal consumer reports",93
2014,WV,Debt collection,120
2014,WV,"Money transfer, virtual currency, or money service",4
2014,WV,Mortgage,94
2014,WV,Other financial service,1
2014,WV,Student loan,18
2014,WY,Bank account or service,9
2014,WY,Consumer Loan,5
2014,WY,Credit card or prepaid card,8
2014,WY,"Credit reporting, credit repair services, or other personal consumer reports",45
2014,WY,Debt collection,57
2014,WY,Mortgage,39
2014,WY,"Payday loan, title loan, or personal loan",4
2014,WY,Student loan,9
2015,AL,Bank account or service,155
2015,AL,Consumer Loan,169
2015,AL,Credit card or prepaid card,179
2015,AL,"Credit reporting, credit repair services, or other personal consumer reports",457
2015,AL,Debt collection,522
2015,AL,"Money transfer, virtual currency, or money service",13
2015,AL,Mortgage,386
2015,AL,Other financial service,6
2015,AL,"Payday loan, title loan, or personal loan",42
2015,AL,Student loan,54
2015,AR,Bank account or service,83
2015,AR,Consumer Loan,51
2015,AR,Credit card or prepaid card,73
2015,AR,"Credit reporting, credit repair services, or other personal consumer reports",188
2015,AR,Debt collection,169
2015,AR,"Money transfer, virtual currency, or money service",8
2015,AR,Mortgage,169
2015,AR,"Payday loan, title loan, or personal loan",3
2015,AR,Student loan,20
2015,AZ,Bank account or service,388
2015,AZ,Consumer Loan,209
2015,AZ,Credit card or prepaid card,454
2015,AZ,"Credit reporting, credit repair services, or other personal consumer reports",672
2015,AZ,Debt collection,978
2015,AZ,"Money transfer, virtual currency, or money service",31
2015,AZ,Mortgage,980
2015,AZ,Other financial service,6
2015,AZ,"Payday loan, title loan, or personal loan",21
2015,AZ,Student loan,90
2015,CA,Bank account or service,2431
2015,CA,Consumer Loan,1009
2015,CA,Credit card or prepaid card,2618
2015,CA,"Credit reporting, credit repair services, or other personal consumer reports",4384
2015,CA,Debt collection,5287
2015,CA,"Money transfer, virtual currency, or money service",218
2015,CA,Mortgage,7004
2015,CA,Other financial service,41
2015,CA,"Payday loan, title loan, or personal loan",236
2015,CA,Student loan,587
2015,CO,Bank account or service,231
2015,CO,Consumer Loan,114
2015,CO,Credit card or prepaid card,317
2015,CO,"Credit reporting, credit repair services, or other personal consumer reports",526
2015,CO,Debt collection,722
2015,CO,"Money transfer, virtual currency, or money service",17
2015,CO,Mortgage,827
2015,CO,Other financial service,3
2015,CO,"Payday loan, title loan, or personal loan",23
2015,CO,Student loan,66
2015,CT,Bank account or service,244
2015,CT,Consumer Loan,80
2015,CT,Credit card or prepaid card,283
2015,CT,"Credit reporting, credit repair services, or other personal consumer reports",347
2015,CT,Debt collection,324
2015,CT,"Money transfer, virtual currency, or money service",8
2015,CT,Mortgage,442
2015,CT,Other financial service,2
2015,CT,"Payday loan, title loan, or personal loan",5
2015,CT,Student loan,54
2015,DC,Bank account or service,137
2015,DC,Consumer Loan,49
2015,DC,Credit card or prepaid card,155
2015,DC,"Credit reporting, credit repair services, or other personal consumer reports",159
2015,DC,Debt collection,174
2015,DC,"Money transfer, virtual currency, or money service",9
2015,DC,Mortgage,232
2015,DC,Other financial service,5
2015,DC,"Payday loan, title loan, or personal loan",15
2015,DC,Student loan,43
2015,DE,Bank account or service,106
2015,DE,Consumer Loan,50
2015,DE,Credit card or prepaid card,128
2015,DE,"Credit reporting, credit repair services, or other personal consumer reports",157
2015,DE,Debt collection,213
2015,DE,"Money transfer, virtual currency, or money service",7
2015,DE,Mortgage,186
2015,DE,Other financial service,1
2015,DE,"Payday loan, title loan, or personal loan",11
2015,DE,Student loan,17
2015,FL,Bank account or service,1595
2015,FL,Consumer Loan,646
2015,FL,Credit card or prepaid card,1507
2015,FL,"Credit reporting, credit repair services, or other personal consumer reports",3259
2015,FL,Debt collection,3729
2015,FL,"Money transfer, virtual currency, or money service",116
2015,FL,Mortgage,4644
2015,FL,Other financial service,18
2015,FL,"Payday loan, title loan, or personal loan",93
2015,FL,Student loan,303
2015,GA,Bank account or service,728
2015,GA,Consumer Loan,422
2015,GA,Credit card or prepaid card,682
2015,GA,"Credit reporting, credit repair services, or other personal consumer reports",1711
2015,GA,Debt collection,1745
2015,GA,"Money transfer, virtual currency, or money service",75
2015,GA,Mortgage,1950
2015,GA,Other financial service,11
2015,GA,"Payday loan, title loan, or personal loan",45
2015,GA,Student loan,173
2015,IA,Bank account or service,60
2015,IA,Consumer Loan,24
2015,IA,Credit card or prepaid card,92
2015,IA,"Credit reporting, credit repair services, or other personal consumer reports",160
2015,IA,Debt collection,187
2015,IA,"Money transfer, virtual currency, or money service",4
2015,IA,Mortgage,116
2015,IA,Other financial service,1
2015,IA,"Payday loan, title loan, or personal loan",11
2015,IA,Student loan,30
2015,ID,Bank account or service,36
2015,ID,Consumer Loan,23
2015,ID,Credit card or prepaid card,71
2015,ID,"Credit reporting, credit repair services, or other personal consumer reports",150
2015,ID,Debt collection,203
2015,ID,"Money transfer, virtual currency, or money service",9
2015,ID,Mortgage,127
2015,ID,"Payday loan, title loan, or personal loan",9
2015,ID,Student loan,13
2015,IL,Bank account or service,649
2015,IL,Consumer Loan,252
2015,IL,Credit card or prepaid card,701
2015,IL,"Credit reporting, credit repair services, or other personal consumer reports",1348
2015,IL,Debt collection,1456
2015,IL,"Money transfer, virtual currency, or money service",53
2015,IL,Mortgage,1436
2015,IL,Other financial service,15
2015,IL,"Payday loan, title loan, or personal loan",45
2015,IL,Student loan,180
2015,IN,Bank account or service,197
2015,IN,Consumer Loan,86
2015,IN,Credit card or prepaid card,201
2015,IN,"Credit reporting, credit repair services, or other personal consumer reports",336
2015,IN,Debt collection,499
2015,IN,"Money transfer, virtual currency, or money service",20
2015,IN,Mortgage,399
2015,IN,Other financial service,3
2015,IN,"Payday loan, title loan, or personal loan",28
2015,IN,Student loan,94
2015,KS,Bank account or service,76
2015,KS,Consumer Loan,39
2015,KS,Credit card or prepaid card,121
2015,KS,"Credit reporting, credit repair services, or other personal consumer reports",140
2015,KS,Debt collection,255
2015,KS,"Money transfer, virtual currency, or money service",9
2015,KS,Mortgage,157
2015,KS,Other financial service,3
2015,KS,"Payday loan, title loan, or personal loan",26
2015,KS,Student loan,14
2015,KY,Bank account or service,101
2015,KY,Consumer Loan,66
2015,KY,Credit card or prepaid card,132
2015,KY,"Credit reporting, credit repair services, or other personal consumer reports",274
2015,KY,Debt collection,362
2015,KY,"Money transfer, virtual currency, or money service",12
2015,KY,Mortgage,266
2015,KY,"Payday loan, title loan, or personal loan",21
2015,KY,Student loan,37
2015,LA,Bank account or service,123
2015,LA,Consumer Loan,112
2015,LA,Credit card or prepaid card,150
2015,LA,"Credit reporting, credit repair services, or other personal consumer reports",373
2015,LA,Debt collection,558
2015,LA,"Money transfer, virtual currency, or money service",19
2015,LA,Mortgage,368
2015,LA,Other financial service,2
2015,LA,"Payday loan, title loan, or personal loan",36
2015,LA,Student loan,46
2015,MA,Bank account or service,402
2015,MA,Consumer Loan,99
2015,MA,Credit card or prepaid card,448
2015,MA,"Credit reporting, credit repair services, or other personal consumer reports",544
2015,MA,Debt collection,532
2015,MA,"Money transfer, virtual currency, or money service",50
2015,MA,Mortgage,930
2015,MA,Other financial service,7
2015,MA,"Payday loan, title loan, or personal loan",21
2015,MA,Student loan,119
2015,MD,Bank account or service,548
2015,MD,Consumer Loan,246
2015,MD,Credit card or prepaid card,580
2015,MD,"Credit reporting, credit repair services, or other personal consumer reports",1008
2015,MD,Debt collection,1071
2015,MD,"Money transfer, virtual currency, or money service",58
2015,MD,Mortgage,1458
2015,MD,Other financial service,8
2015,MD,"Payday loan, title loan, or personal loan",45
2015,MD,Student loan,129
2015,ME,Bank account or service,40
2015,ME,Consumer Loan,20
2015,ME,Credit card or prepaid card,100
2015,ME,"Credit reporting, credit repair services, or other personal consumer reports",96
2015,ME,Debt collection,149
2015,ME,"Money transfer, virtual currency, or money service",4
2015,ME,Mortgage,161
2015,ME,Other financial service,2
2015,ME,"Payday loan, title loan, or personal loan",6
2015,ME,Student loan,30
2015,MI,Bank account or service,357
2015,MI,Consumer Loan,197
2015,MI,Credit card or prepaid card,464
2015,MI,"Credit reporting, credit repair services, or other personal consumer reports",773
2015,MI,Debt collection,954
2015,MI,"Money transfer, virtual currency, or money service",40
2015,MI,Mortgage,1000
2015,MI,Other financial service,6
2015,MI,"Payday loan, title loan, or personal loan",33
2015,MI,Student loan,155
2015,MN,Bank account or service,181
2015,MN,Consumer Loan,52
2015,MN,Credit card or prepaid card,275
2015,MN,"Credit reporting, credit repair services, or other personal consumer reports",324
2015,MN,Debt collection,434
2015,MN,"Money transfer, virtual currency, or money service",27
2015,MN,Mortgage,494
2015,MN,Other financial service,6
2015,MN,"Payday loan, title loan, or personal loan",24
2015,MN,Student loan,81
2015,MO,Bank account or service,202
2015,MO,Consumer Loan,134
2015,MO,Credit card or prepaid card,237
2015,MO,"Credit reporting, credit repair services, or other personal consumer reports",353
2015,MO,Debt collection,605
2015,MO,"Money transfer, virtual currency, or money service",23
2015,MO,Mortgage,485
2015,MO,Other financial service,4
2015,MO,"Payday loan, title loan, or personal loan",34
2015,MO,Student loan,72
2015,MS,Bank account or service,105
2015,MS,Consumer Loan,88
2015,MS,Credit card or prepaid card,67
2015,MS,"Credit reporting, credit repair services, or other personal consumer reports",179
2015,MS,Debt collection,219
2015,MS,"Money transfer, virtual currency, or money service",9
2015,MS,Mortgage,169
2015,MS,Other financial service,3
2015,MS,"Payday loan, title loan, or personal loan",11
2015,MS,Student loan,21
2015,MT,Bank account or service,12
2015,MT,Consumer Loan,9
2015,MT,Credit card or prepaid card,37
2015,MT,"Credit reporting, credit repair services, or other personal consumer reports",64
2015,MT,Debt collection,90
2015,MT,"Money transfer, virtual currency, or money service",3
2015,MT,Mortgage,32
2015,MT,"Payday loan, title loan, or personal loan",5
2015,MT,Student loan,11
2015,NC,Bank account or service,454
2015,NC,Consumer Loan,318
2015,NC,Credit card or prepaid card,555
2015,NC,"Credit reporting, credit repair services, or other personal consumer reports",1081
2015,NC,Debt collection,982
2015,NC,"Money transfer, virtual currency, or money service",38
2015,NC,Mortgage,1253
2015,NC,Other financial service,16
2015,NC,"Payday loan, title loan, or personal loan",27
2015,NC,Student loan,108
2015,ND,Bank account or service,14
2015,ND,Consumer Loan,10
2015,ND,Credit card or prepaid card,19
2015,ND,"Credit reporting, credit repair services, or other personal consumer reports",42
2015,ND,Debt collection,44
2015,ND,"Money transfer, virtual currency, or money service",2
2015,ND,Mortgage,19
2015,ND,Student loan,2
2015,NE,Bank account or service,48
2015,NE,Consumer Loan,18
2015,NE,Credit card or prepaid card,80
2015,NE,"Credit reporting, credit repair services, or other personal consumer reports",79
2015,NE,Debt collection,188
2015,NE,"Money transfer, virtual currency, or money service",7
2015,NE,Mortgage,91
2015,NE,"Payday loan, title loan, or personal loan",2
2015,NE,Student loan,16
2015,NH,Bank account or service,75
2015,NH,Consumer Loan,28
2015,NH,Credit card or prepaid card,82
2015,NH,"Credit reporting, credit repair services, or other personal consumer reports",107
2015,NH,Debt collection,139
2015,NH,"Money transfer, virtual currency, or money service",5
2015,NH,Mortgage,184
2015,NH,Other financial service,1
2015,NH,"Payday loan, title loan, or personal loan",5
2015,NH,Student loan,35
2015,NJ,Bank account or service,781
2015,NJ,Consumer Loan,268
2015,NJ,Credit card or prepaid card,797
2015,NJ,"Credit reporting, credit repair services, or other personal consumer reports",1152
2015,NJ,Debt collection,1244
2015,NJ,"Money transfer, virtual currency, or money service",65
2015,NJ,Mortgage,2101
2015,NJ,Other financial service,14
2015,NJ,"Payday loan, title loan, or personal loan",47
2015,NJ,Student loan,176
2015,NM,Bank account or service,64
2015,NM,Consumer Loan,54
2015,NM,Credit card or prepaid card,79
2015,NM,"Credit reporting, credit repair services, or other personal consumer reports",213
2015,NM,Debt collection,222
2015,NM,"Money transfer, virtual currency, or money service",15
2015,NM,Mortgage,179
2015,NM,"Payday loan, title loan, or personal loan",10
2015,NM,Student loan,15
2015,NV,Bank account or service,222
2015,NV,Consumer Loan,106
2015,NV,Credit card or prepaid card,228
2015,NV,"Credit reporting, credit repair services, or other personal consumer reports",555
2015,NV,Debt collection,580
2015,NV,"Money transfer, virtual currency, or money service",16
2015,NV,Mortgage,521
2015,NV,Other financial service,2
2015,NV,"Payday loan, title loan, or personal loan",44
2015,NV,Student loan,34
2015,NY,Bank account or service,1525
2015,NY,Consumer Loan,373
2015,NY,Credit card or prepaid card,1749
2015,NY,"Credit reporting, credit repair services, or other personal consumer reports",2341
2015,NY,Debt collection,2258
2015,NY,"Money transfer, virtual currency, or money service",125
2015,NY,Mortgage,2841
2015,NY,Other financial service,26
2015,NY,"Payday loan, title loan, or personal loan",16
2015,NY,Student loan,322
2015,OH,Bank account or service,507
2015,OH,Consumer Loan,327
2015,OH,Credit card or prepaid card,605
2015,OH,"Credit reporting, credit repair services, or other personal consumer reports",1033
2015,OH,Debt collection,1336
2015,OH,"Money transfer, virtual currency, or money service",39
2015,OH,Mortgage,1240
2015,OH,Other financial service,13
2015,OH,"Payday loan, title loan, or personal loan",77
2015,OH,Student loan,197
2015,OK,Bank account or service,75
2015,OK,Consumer Loan,61
2015,OK,Credit card or prepaid card,105
2015,OK,"Credit reporting, credit repair services, or other personal consumer reports",259
2015,OK,Debt collection,362
2015,OK,"Money transfer, virtual currency, or money service",3
2015,OK,Mortgage,240
2015,OK,Other financial service,2
2015,OK,"Payday loan, title loan, or personal loan",31
2015,OK,Student loan,22
2015,OR,Bank account or service,249
2015,OR,Consumer Loan,76
2015,OR,Credit card or prepaid card,253
2015,OR,"Credit reporting, credit repair services, or other personal consumer reports",354
2015,OR,Debt collection,477
2015,OR,"Money transfer, virtual currency, or money service",13
2015,OR,Mortgage,561
2015,OR,Other financial service,5
2015,OR,"Payday loan, title loan, or personal loan",18
2015,OR,Student loan,65
2015,PA,Bank account or service,729
2015,PA,Consumer Loan,281
2015,PA,Credit card or prepaid card,793
2015,PA,"Credit reporting, credit repair services, or other personal consumer reports",1037
2015,PA,Debt collection,1374
2015,PA,"Money transfer, virtual currency, or money service",64
2015,PA,Mortgage,1607
2015,PA,Other financial service,8
2015,PA,"Payday loan, title loan, or personal loan",33
2015,PA,Student loan,287
2015,RI,Bank account or service,60
2015,RI,Consumer Loan,25
2015,RI,Credit card or prepaid card,76
2015,RI,"Credit reporting, credit repair services, or other personal consumer reports",60
2015,RI,Debt collection,112
2015,RI,"Money transfer, virtual currency, or money service",6
2015,RI,Mortgage,147
2015,RI,Other financial service,3
2015,RI,"Payday loan, title loan, or personal loan",13
2015,RI,Student loan,19
2015,SC,Bank account or service,178
2015,SC,Consumer Loan,187
2015,SC,Credit card or prepaid card,206
2015,SC,"Credit reporting, credit repair services, or other personal consumer reports",553
2015,SC,Debt collection,577
2015,SC,"Money transfer, virtual currency, or money service",23
2015,SC,Mortgage,500
2015,SC,Other financial service,9
2015,SC,"Payday loan, title loan, or personal loan",27
2015,SC,Student loan,67
2015,SD,Bank account or service,19
2015,SD,Consumer Loan,17
2015,SD,Credit card or prepaid card,33
2015,SD,"Credit reporting, credit repair services, or other personal consumer reports",35
2015,SD,Debt collection,74
2015,SD,"Money transfer, virtual currency, or money service",2
2015,SD,Mortgage,38
2015,SD,"Payday loan, title loan, or personal loan",2
2015,SD,Student loan,9
2015,TN,Bank account or service,237
2015,TN,Consumer Loan,173
2015,TN,Credit card or prepaid card,269
2015,TN,"Credit reporting, credit repair services, or other personal consumer reports",544
2015,TN,Debt collection,820
2015,TN,"Money transfer, virtual currency, or money service",23
2015,TN,Mortgage,580
2015,TN,Other financial service,5
2015,TN,"Payday loan, title loan, or personal loan",58
2015,TN,Student loan,73
2015,TX,Bank account or service,1072
2015,TX,Consumer Loan,710
2015,TX,Credit card or prepaid card,1273
2015,TX,"Credit reporting, credit repair services, or other personal consumer reports",3570
2015,TX,Debt collection,3959
2015,TX,"Money transfer, virtual currency, or money service",131
2015,TX,Mortgage,2135
2015,TX,Other financial service,19
2015,TX,"Payday loan, title loan, or personal loan",215
2015,TX,Student loan,230
2015,UT,Bank account or service,69
2015,UT,Consumer Loan,37
2015,UT,Credit card or prepaid card,85
2015,UT,"Credit reporting, credit repair services, or other personal consumer reports",157
2015,UT,Debt collection,272
2015,UT,"Money transfer, virtual currency, or money service",8
2015,UT,Mortgage,239
2015,UT,Other financial service,2
2015,UT,"Payday loan, title loan, or personal loan",5
2015,UT,Student loan,20
2015,VA,Bank account or service,539
2015,VA,Consumer Loan,241
2015,VA,Credit card or prepaid card,653
2015,VA,"Credit reporting, credit repair services, or other personal consumer reports",1260
2015,VA,Debt collection,1194
2015,VA,"Money transfer, virtual currency, or money service",69
2015,VA,Mortgage,1361
2015,VA,Other financial service,6
2015,VA,"Payday loan, title loan, or personal loan",52
2015,VA,Student loan,137
2015,VT,Bank account or service,35
2015,VT,Consumer Loan,13
2015,VT,Credit card or prepaid card,63
2015,VT,"Credit reporting, credit repair services, or other personal consumer reports",39
2015,VT,Debt collection,52
2015,VT,"Money transfer, virtual currency, or money service",4
2015,VT,Mortgage,55
2015,VT,Student loan,14
2015,WA,Bank account or service,284
2015,WA,Consumer Loan,93
2015,WA,Credit card or prepaid card,349
2015,WA,"Credit reporting, credit repair services, or other personal consumer reports",832
2015,WA,Debt collection,901
2015,WA,"Money transfer, virtual currency, or money service",32
2015,WA,Mortgage,928
2015,WA,Other financial service,8
2015,WA,"Payday loan, title loan, or personal loan",15
2015,WA,Student loan,91
2015,WI,Bank account or service,144
2015,WI,Consumer Loan,96
2015,WI,Credit card or prepaid card,292
2015,WI,"Credit reporting, credit repair services, or other personal consumer reports",342
2015,WI,Debt collection,421
2015,WI,"Money transfer, virtual currency, or money service",16
2015,WI,Mortgage,413
2015,WI,Other financial service,7
2015,WI,"Payday loan, title loan, or personal loan",26
2015,WI,Student loan,60
2015,WV,Bank account or service,40
2015,WV,Consumer Loan,26
2015,WV,Credit card or prepaid card,41
2015,WV,"Credit reporting, credit repair services, or other personal consumer reports",144
2015,WV,Debt collection,107
2015,WV,"Money transfer, virtual currency, or money service",8
2015,WV,Mortgage,75
2015,WV,Other financial service,4
2015,WV,Student loan,16
2015,WY,Bank account or service,6
2015,WY,Consumer Loan,6
2015,WY,Credit card or prepaid card,15
2015,WY,"Credit reporting, credit repair services, or other personal consumer reports",41
2015,WY,Debt collection,50
2015,WY,Mortgage,36
2015,WY,Other financial service,1
2015,WY,"Payday loan, title loan, or personal loan",3
2015,WY,Student loan,2
2016,AL,Bank account or service,195
2016,AL,Consumer Loan,142
2016,AL,Credit card or prepaid card,181
2016,AL,"Credit reporting, credit repair services, or other personal consumer reports",589
2016,AL,Debt collection,515
2016,AL,"Money transfer, virtual currency, or money service",14
2016,AL,Mortgage,341
2016,AL,Other financial service,6
2016,AL,"Payday loan, title loan, or personal loan",32
2016,AL,Student loan,84
2016,AR,Bank account or service,65
2016,AR,Consumer Loan,44
2016,AR,Credit card or prepaid card,72
2016,AR,"Credit reporting, credit repair services, or other personal consumer reports",196
2016,AR,Debt collection,211
2016,AR,"Money transfer, virtual currency, or money service",8
2016,AR,Mortgage,172
2016,AR,Other financial service,5
2016,AR,"Payday loan, title loan, or personal loan",3
2016,AR,Student loan,36
2016,AZ,Bank account or service,508
2016,AZ,Consumer Loan,265
2016,AZ,Credit card or prepaid card,549
2016,AZ,"Credit reporting, credit repair services, or other personal consumer reports",905
2016,AZ,Debt collection,1035
2016,AZ,"Money transfer, virtual currency, or money service",27
2016,AZ,Mortgage,926
2016,AZ,Other financial service,6
2016,AZ,"Payday loan, title loan, or personal loan",27
2016,AZ,Student loan,175
2016,CA,Bank account or service,3288
2016,CA,Consumer Loan,1190
2016,CA,Credit card or prepaid card,3227
2016,CA,"Credit reporting, credit repair services, or other personal consumer reports",5592
2016,CA,Debt collection,5316
2016,CA,"Money transfer, virtual currency, or money service",222
2016,CA,Mortgage,6846
2016,CA,Other financial service,49
2016,CA,"Payday loan, title loan, or personal loan",194
2016,CA,Student loan,949
2016,CO,Bank account or service,365
2016,CO,Consumer Loan,173
2016,CO,Credit card or prepaid card,431
2016,CO,"Credit reporting, credit repair services, or other personal consumer reports",803
2016,CO,Debt collection,725
2016,CO,"Money transfer, virtual currency, or money service",30
2016,CO,Mortgage,771
2016,CO,Other financial service,7
2016,CO,"Payday loan, title loan, or personal loan",9
2016,CO,Student loan,152
2016,CT,Bank account or service,285
2016,CT,Consumer Loan,115
2016,CT,Credit card or prepaid card,287
2016,CT,"Credit reporting, credit repair services, or other personal consumer reports",454
2016,CT,Debt collection,365
2016,CT,"Money transfer, virtual currency, or money service",15
2016,CT,Mortgage,524
2016,CT,Other financial service,4
2016,CT,"Payday loan, title loan, or personal loan",6
2016,CT,Student loan,103
2016,DC,Bank account or service,165
2016,DC,Consumer Loan,39
2016,DC,Credit card or prepaid card,176
2016,DC,"Credit reporting, credit repair services, or other personal consumer reports",213
2016,DC,Debt collection,186
2016,DC,"Money transfer, virtual currency, or money service",14
2016,DC,Mortgage,242
2016,DC,Other financial service,5
2016,DC,"Payday loan, title loan, or personal loan",3
2016,DC,Student loan,105
2016,DE,Bank account or service,116
2016,DE,Consumer Loan,49
2016,DE,Credit card or prepaid card,119
2016,DE,"Credit reporting, credit repair services, or other personal consumer reports",167
2016,DE,Debt collection,185
2016,DE,"Money transfer, virtual currency, or money service",1
2016,DE,Mortgage,184
2016,DE,Other financial service,6
2016,DE,"Payday loan, title loan, or personal loan",11
2016,DE,Student loan,38
2016,FL,Bank account or service,1896
2016,FL,Consumer Loan,762
2016,FL,Credit card or prepaid card,1882
2016,FL,"Credit reporting, credit repair services, or other personal consumer reports",5258
2016,FL,Debt collection,4072
2016,FL,"Money transfer, virtual currency, or money service",120
2016,FL,Mortgage,3870
2016,FL,Other financial service,34
2016,FL,"Payday loan, title loan, or personal loan",95
2016,FL,Student loan,533
2016,GA,Bank account or service,954
2016,GA,Consumer Loan,494
2016,GA,Credit card or prepaid card,854
2016,GA,"Credit reporting, credit repair services, or other personal consumer reports",2876
2016,GA,Debt collection,2188
2016,GA,"Money transfer, virtual currency, or money service",57
2016,GA,Mortgage,1982
2016,GA,Other financial service,20
2016,GA,"Payday loan, title loan, or personal loan",59
2016,GA,Student loan,342
2016,IA,Bank account or service,65
2016,IA,Consumer Loan,48
2016,IA,Credit card or prepaid card,96
2016,IA,"Credit reporting, credit repair services, or other personal consumer reports",293
2016,IA,Debt collection,212
2016,IA,"Money transfer, virtual currency, or money service",14
2016,IA,Mortgage,119
2016,IA,Other financial service,2
2016,IA,"Payday loan, title loan, or personal loan",13
2016,IA,Student loan,58
2016,ID,Bank account or service,65
2016,ID,Consumer Loan,31
2016,ID,Credit card or prepaid card,95
2016,ID,"Credit reporting, credit repair services, or other personal consumer reports",159
2016,ID,Debt collection,145
2016,ID,"Money transfer, virtual currency, or money service",7
2016,ID,Mortgage,122
2016,ID,"Payday loan, title loan, or personal loan",9
2016,ID,Student loan,27
2016,IL,Bank account or service,1011
2016,IL,Consumer Loan,322
2016,IL,Credit card or prepaid card,827
2016,IL,"Credit reporting, credit repair services, or other personal consumer reports",1981
2016,IL,Debt collection,1379
2016,IL,"Money transfer, virtual currency, or money service",55
2016,IL,Mortgage,1547
2016,IL,Other financial service,11
2016,IL,"Payday loan, title loan, or personal loan",44
2016,IL,Student loan,276
2016,IN,Bank account or service,227
2016,IN,Consumer Loan,153
2016,IN,Credit card or prepaid card,248
2016,IN,"Credit reporting, credit repair services, or other personal consumer reports",387
2016,IN,Debt collection,542
2016,IN,"Money transfer, virtual currency, or money service",18
2016,IN,Mortgage,369
2016,IN,Other financial service,4
2016,IN,"Payday loan, title loan, or personal loan",35
2016,IN,Student loan,143
2016,KS,Bank account or service,118
2016,KS,Consumer Loan,68
2016,KS,Credit card or prepaid card,104
2016,KS,"Credit reporting, credit repair services, or other personal consumer reports",169
2016,KS,Debt collection,260
2016,KS,"Money transfer, virtual currency, or money service",7
2016,KS,Mortgage,153
2016,KS,Other financial service,1
2016,KS,"Payday loan, title loan, or personal loan",16
2016,KS,Student loan,56
2016,KY,Bank account or service,124
2016,KY,Consumer Loan,77
2016,KY,Credit card or prepaid card,135
2016,KY,"Credit reporting, credit repair services, or other personal consumer reports",355
2016,KY,Debt collection,339
2016,KY,"Money transfer, virtual currency, or money service",18
2016,KY,Mortgage,211
2016,KY,Other financial service,5
2016,KY,"Payday loan, title loan, or personal loan",15
2016,KY,Student loan,64
2016,LA,Bank account or service,202
2016,LA,Consumer Loan,132
2016,LA,Credit card or prepaid card,189
2016,LA,"Credit reporting, credit repair services, or other personal consumer reports",581
2016,LA,Debt collection,486
2016,LA,"Money transfer, virtual currency, or money service",20
2016,LA,Mortgage,445
2016,LA,Other financial service,7
2016,LA,"Payday loan, title loan, or personal loan",31
2016,LA,Student loan,75
2016,MA,Bank account or service,470
2016,MA,Consumer Loan,125
2016,MA,Credit card or prepaid card,537
2016,MA,"Credit reporting, credit repair services, or other personal consumer reports",560
2016,MA,Debt collection,487
2016,MA,"Money transfer, virtual currency, or money service",34
2016,MA,Mortgage,895
2016,MA,Other financial service,13
2016,MA,"Payday loan, title loan, or personal loan",21
2016,MA,Student loan,214
2016,MD,Bank account or service,717
2016,MD,Consumer Loan,298
2016,MD,Credit card or prepaid card,594
2016,MD,"Credit reporting, credit repair services, or other personal consumer reports",1272
2016,MD,Debt collection,1071
2016,MD,"Money transfer, virtual currency, or money service",41
2016,MD,Mortgage,1495
2016,MD,Other financial service,15
2016,MD,"Payday loan, title loan, or personal loan",54
2016,MD,Student loan,260
2016,ME,Bank account or service,48
2016,ME,Consumer Loan,36
2016,ME,Credit card or prepaid card,81
2016,ME,"Credit reporting, credit repair services, or other personal consumer reports",68
2016,ME,Debt collection,95
2016,ME,"Money transfer, virtual currency, or money service",4
2016,ME,Mortgage,141
2016,ME,Other financial service,1
2016,ME,"Payday loan, title loan, or personal loan",4
2016,ME,Student loan,32
2016,MI,Bank account or service,453
2016,MI,Consumer Loan,192
2016,MI,Credit card or prepaid card,470
2016,MI,"Credit reporting, credit repair services, or other personal consumer reports",971
2016,MI,Debt collection,929
2016,MI,"Money transfer, virtual currency, or money service",42
2016,MI,Mortgage,768
2016,MI,Other financial service,6
2016,MI,"Payday loan, title loan, or personal loan",53
2016,MI,Student loan,252
2016,MN,Bank account or service,269
2016,MN,Consumer Loan,98
2016,MN,Credit card or prepaid card,306
2016,MN,"Credit reporting, credit repair services, or other personal consumer reports",444
2016,MN,Debt collection,443
2016,MN,"Money transfer, virtual currency, or money service",20
2016,MN,Mortgage,451
2016,MN,Other financial service,3
2016,MN,"Payday loan, title loan, or personal loan",26
2016,MN,Student loan,153
2016,MO,Bank account or service,254
2016,MO,Consumer Loan,176
2016,MO,Credit card or prepaid card,256
2016,MO,"Credit reporting, credit repair services, or other personal consumer reports",616
2016,MO,Debt collection,579
2016,MO,"Money transfer, virtual currency, or money service",22
2016,MO,Mortgage,512
2016,MO,Other financial service,6
2016,MO,"Payday loan, title loan, or personal loan",41
2016,MO,Student loan,136
2016,MS,Bank account or service,76
